title,address,operation,contact,location_detail,hashtag,menu
라움헤어,서울 서초구 방배중앙로21길 42 1층 (우)06559,"월,화,목,금,토 10:30 ~ 20:00
닫기",02-534-2737,#제로페이,['#제로페이'],
일공이헤어,서울 서초구 방배천로4안길 38 (우)06691,,,,[],
미정원,서울 서초구 방배중앙로13길 2 1층 (우)06570,,,,[],
살롱드키코 사당다른점,서울 관악구 남부순환로 2050 2층 (우)08805,"월~금 11:00 ~ 21:00
닫기",,02-584-3006 대표번호,[],
카라헤어,서울 동작구 동작대로29길 63-3 (우)07008,,,,[],
헤세드헤어,서울 서초구 방배중앙로 145-2 (우)06560,,,,[],
갤러리조희미용실,서울 서초구 동광로12가길 21 (우)06568,,,,[],
밀리오레헤어클럽,서울 동작구 동작대로7길 36 (우)07015,,,,[],
헤어제이클럽,서울 동작구 사당로29가길 46 (우)07008,,,,[],
머리못하는집 사당48호점,서울 동작구 사당로16가길 4 (우)07010,,,,[],
아르스에이치 방배점,서울 서초구 동광로 8 리스빌 2층 (우)06566,,02-6014-1944,#카카오헤어샵 #제로페이,"['#카카오헤어샵', '#제로페이']",
마샬뷰티살롱,서울 서초구 방배천로18길 2 (우)06677,,,,[],
제시카뷰티샵,서울 동작구 동작대로7길 26 (우)07015,,,,[],
영앤정헤어,서울 동작구 동작대로1길 42 2층 (우)07025,"매일 10:30 ~ 21:00
닫기",,02-6338-7366 대표번호,[],
수헤어,서울 동작구 사당로27길 15 (우)07006,,,,[],
어도어헤어,서울 동작구 동작대로15길 123 1층 (우)07011,,02-584-1231,#제로페이,['#제로페이'],
상록수헤어,서울 동작구 동작대로13길 16-4 (우)07014,,,,[],
가윤헤어살롱 본점,서울 서초구 서초대로28길 13 1층 (우)06664,"화~일 11:00 ~ 21:00
닫기",02-522-2575,#카카오헤어샵 #제로페이,"['#카카오헤어샵', '#제로페이']",
마사지미용실,서울 서초구 방배중앙로 166 (우)06557,,,,[],
수연헤어샵,서울 동작구 동작대로27길 49 (우)07008,,,,[],
라떼르헤어 내방역점,서울 서초구 서초대로 90 2층 (우)06673,,02-2055-1231,"예약가능, 배달불가, 포장불가",[],
유민희헤어라인,서울 서초구 서초대로1길 23 2층 (우)06567,"월~토 10:00 ~ 20:00
닫기",02-591-3906,#제로페이,['#제로페이'],
헤나킹 이수센터,서울 동작구 동작대로29길 17 (우)07008,,,,[],
제이제이헤어,서울 서초구 방배천로4안길 52 (우)06691,,,,[],
헤어플러스,서울 동작구 동작대로17길 14-2 (우)07013,,,,[],
노이즈헤어,서울 서초구 서초대로 132 1층 (우)06661,"화요일
닫기",,02-6439-8200 대표번호,[],
미소헤어샵 1호점,서울 서초구 도구로 75 (우)06678,,,,[],
내멋대로헤어 이수사당점,서울 서초구 방배천로16길 18 (우)06677,,,,[],
헤어뉴스,서울 동작구 동작대로9길 74 (우)07016,,,,[],
헤어핀,서울 동작구 동작대로 101 (우)07008,,,,[],
더파인드헤어,서울 서초구 동광로12가길 15 1층 (우)06568,,02-532-2823,#제로페이,['#제로페이'],
규수방미용실,서울 서초구 도구로9길 32 (우)06678,,,,[],
장은헤어,서울 동작구 사당로27길 16 (우)07007,,,,[],
천연헤나염색,서울 서초구 서초대로1길 38 (우)06566,,,,[],
자자헤어 방배점,서울 서초구 동광로 29 (우)06560,"첫째 토,일요일",02-3481-8006,#제로페이,['#제로페이'],
베스트프렌드헤어살롱,서울 동작구 동작대로29길 17 (우)07008,,,,[],
안나헤어,서울 서초구 방배로25길 12 1층 102호 (우)06572,"월~토 10:00 ~ 20:00
닫기",02-532-1369,#제로페이,['#제로페이'],
헤어키키,서울 동작구 동작대로25길 33 1층 (우)07008,"화~토 11:00 ~ 20:30
닫기",010-5645-1103,#1인미용실 #1인헤어샵 #사당동미용실 #이수역미용실 #제로페이,"['#1인미용실', '#1인헤어샵', '#사당동미용실', '#이수역미용실', '#제로페이']",
헤어망고 방배점,서울 서초구 방배로 94-1 2층 (우)06665,,,,[],
차영미헤어클리닉,서울 서초구 방배로25길 25-2 (우)06573,,,,[],
라인샾,서울 동작구 동작대로33길 17 (우)06997,,,,[],
한스헤어,서울 서초구 방배천로2안길 110 (우)06677,,,,[],
라미헤어,서울 동작구 동작대로17길 14-1 (우)07013,,,,[],
뷰티 YD BEAUTY,서울 서초구 방배천로16길 18 (우)06677,,,,[],
코리아미용실,서울 서초구 방배천로16길 18 (우)06677,,,,[],
S스타일헤어 본점,서울 서초구 방배중앙로 164 2층 (우)06557,"월~토 10:30 ~ 20:00
닫기",02-592-0216,#카카오헤어샵 #제로페이,"['#카카오헤어샵', '#제로페이']",
오피유 헤어 사당점,서울 동작구 동작대로3길 16 2층 (우)07015,매일 10:00 ~ 20:00,02-6397-8253,#카카오헤어샵 #카카오페이 #제로페이,"['#카카오헤어샵', '#카카오페이', '#제로페이']",
메씨헤어,서울 동작구 사당로30길 55 (우)07014,,,,[],
김선영헤어,서울 서초구 방배로25길 22 (우)06572,,,,[],
메르시모몽 방배점,서울 서초구 방배천로 5-1 우성타운 6층 (우)06693,"월~목 11:00 ~ 20:30
닫기",02-875-9311,#제로페이,['#제로페이'],
김현정헤어,서울 서초구 도구로 120-4 (우)06570,,,,[],
리치헤어,서울 동작구 동작대로35사길 3-2 (우)06991,,,예약가능,[],
살롱에이 방배역점,서울 서초구 방배로 90 농전빌딩 3층 (우)06665,"매일 10:30 ~ 20:30
닫기",,02-521-2530 대표번호,[],
정원머리방,서울 서초구 방배중앙로13길 48-1 (우)06570,,,,[],
루시헤어,서울 서초구 동광로 55 (우)06561,,,,[],
소프레사헤어살롱,서울 서초구 방배천로18길 32 1층 (우)06677,"월~토 10:00 ~ 20:00
닫기",02-525-4029,,[],
헤어365 사당점,서울 동작구 동작대로29길 91 (우)06999,,,,[],
이진헤어 방배점,서울 서초구 방배로 83 (우)06686,,,,[],
더비아헤어,서울 서초구 방배천로8길 36 1층 (우)06691,월요일,02-6403-0909,#제로페이,['#제로페이'],
진헤어룩,서울 동작구 동작대로29다길 7-2 1층 (우)06997,,,,[],
수연헤어,서울 동작구 동작대로33다길 12-4 (우)06996,,,,[],
이쁜머리,서울 동작구 동작대로9길 26 (우)07014,,,,[],
가위가머리를만날때,서울 서초구 청두곶길 30 (우)06690,,,,[],
윤희헤어,서울 동작구 사당로18길 18 (우)07011,,,,[],
엘르미장,서울 서초구 방배천로2안길 55 (우)06691,,,,[],
이연희헤어샵,서울 서초구 방배중앙로 46 (우)06680,,,,[],
브넬헤어 방배카페거리점,서울 서초구 방배중앙로29길 3 2층 (우)06554,,,,[],
각시미용실,서울 서초구 동광로8길 1 (우)06565,,,,[],
헤어짱,서울 서초구 방배중앙로21길 10 (우)06558,,,,[],
다은헤어샵,서울 동작구 동작대로29길 110 신동아 상가 2층 (우)06998,,,,[],
스페셜제이,서울 동작구 사당로 229 1층 (우)07004,,,,[],
hairby가희 내방역점,서울 서초구 방배로 134 (우)06664,,,,[],
소울헤어,서울 동작구 사당로29가길 9 (우)07007,,,,[],
각시헤어,서울 서초구 동광로 18 (우)06565,,,,[],
블랑코헤어,서울 동작구 남부순환로269길 24 (우)07016,,,,[],
유민헤어,서울 동작구 사당로17길 87 (우)07003,,,,[],
바람난여우미용실,서울 동작구 동작대로9길 9 (우)07015,"매일 10:30 ~ 21:00
닫기",02-581-0888,,[],
더맨헤어,서울 동작구 사당로 283 (우)07006,,,,[],
조이 헤어아트,서울 서초구 방배중앙로15길 36 (우)06564,,,,[],
머리염색체험방 방배3호점,서울 서초구 방배중앙로15길 39 (우)06570,,,,[],
헤어컴미용실,서울 동작구 동작대로31길 20 (우)06997,,,,[],
김세아헤어샵,서울 서초구 방배로35길 37 (우)06561,,,,[],
컨헤어살롱,서울 동작구 동작대로 121 9층 (우)07008,,010-8077-8256,#제로페이,['#제로페이'],
뉴월드헤어,서울 동작구 사당로 284 (우)07013,,,,[],
카일리헤어,서울 동작구 사당로14길 3 (우)07010,,,,[],
살롱드101,서울 서초구 방배로31길 14 (우)06562,,,,[],
씬헤어,서울 서초구 방배천로2안길 51 (우)06692,,,,[],
스타일 랩 참 방배점,서울 서초구 동광로 65 방배빌딩 1층 (우)06561,"월~토 10:30 ~ 20:30
닫기",02-6439-0422,#카카오헤어샵,['#카카오헤어샵'],
느루헤어,서울 동작구 사당로28길 56 1층 느루헤어 (우)07015,"월~토 10:00 ~ 22:00
닫기",,010-7657-2216 대표번호,[],
수만헤어샵,서울 동작구 남부순환로271길 8 1층 2호 (우)07025,"매일 00:00 ~ 24:00
닫기",010-8852-4982,,[],
낙향헤어샵,서울 동작구 사당로28길 48 (우)07015,,,,[],
끼깍끼,서울 동작구 동작대로 151-8 (우)06996,,,,[],
진헤어,서울 서초구 방배천로18길 20 (우)06677,,,,[],
퀸즈헤나 방배점,서울 서초구 방배천로16길 18 (우)06677,,,,[],
메이헤어살롱,서울 동작구 사당로17가길 1 (우)07004,,,,[],
이현남헤어모드,서울 동작구 동작대로29나길 34 (우)06997,,,,[],
살롱드모아,서울 동작구 동작대로 189 1층 101호 (우)06995,"화~금 10:00 ~ 20:00
닫기",02-591-7677,#동작미용실 #방배동미용실 #사당동미용실 #사당미용실 #이수역미용실 #제로페이,"['#동작미용실', '#방배동미용실', '#사당동미용실', '#사당미용실', '#이수역미용실', '#제로페이']",
수나헤어,서울 동작구 사당로22길 25 (우)07012,,,,[],
외출준비미용실,서울 서초구 방배중앙로15길 16 (우)06564,,,,[],
권보민헤어,서울 서초구 방배중앙로27길 5 (우)06555,,,,[],
살롱정지영,서울 관악구 남현길 3 (우)08806,매일 10:00 ~ 20:30,,,[],
러블리하우스 남성1호점,서울 동작구 사당로 192 (우)07009,,02-588-5336,예약가능,[],
헤어컷,서울 동작구 사당로30길 44 (우)07013,,,,[],
라파헤어,서울 서초구 서초대로1길 19 (우)06567,,,,[],
무지개,서울 동작구 동작대로7길 18-1 (우)07015,,,,[],
카라미용실,서울 서초구 동광로3길 40 (우)06558,,,,[],
수헤어샵,서울 동작구 사당로20길 18 (우)07011,,,,[],
벗미장,서울 동작구 사당로22길 32 (우)07012,,,,[],
자기연출,서울 서초구 동광로9길 15 (우)06560,,,,[],
원하다헤어 이수역점,서울 동작구 사당로29길 1 (우)07006,,,,[],
허밍미용실,서울 동작구 동작대로33다길 11 (우)06996,,,,[],
주정란헤어써클,서울 동작구 동작대로9길 47 (우)07015,,,,[],
머리염색체험방 이수점,서울 동작구 동작대로27길 49 (우)07008,,,,[],
나쁜여자,서울 동작구 동작대로7길 87 (우)07024,,,,[],
리안헤어 낙성대점,서울 관악구 봉천로 614-1 2층 (우)08793,매일 10:00 ~ 21:00,,02-888-3358 대표번호,[],
메이21,서울 서초구 효령로29길 23 102호 (우)06685,매일 10:00 ~ 21:00,,02-525-7749 대표번호,[],
아가다헤어,서울 동작구 사당로16길 40 (우)07018,,,,[],
아미가,서울 서초구 서초대로25길 62 (우)06586,,,,[],
나비효과 사당점,서울 동작구 동작대로29길 53 2층 (우)07008,,,,[],
흑장미미용실,서울 서초구 효령로5길 26-5 (우)06690,,,,[],
by민정,서울 서초구 효령로 89 (우)06687,,,,[],
미니헤어,서울 동작구 동작대로29나길 39 (우)06997,,,,[],
준헤어,서울 동작구 사당로17라길 12 (우)07004,,,,[],
박선미용실,서울 서초구 방배로 199 (우)06562,,,,[],
다온헤어,서울 동작구 사당로22길 32 (우)07012,,,,[],
밸라붙임머리,서울 동작구 동작대로17길 20 (우)07013,,,,[],
무코,서울 동작구 사당로8길 29 102호 (우)07019,"화,수,금,토,일 11:00 ~ 21:00
닫기",,예약가능,[],
행복헤어,서울 동작구 동작대로29나길 30 (우)06997,,,,[],
하비비헤어샵,서울 동작구 동작대로25길 60 (우)07008,,,,[],
강현헤어,서울 서초구 방배중앙로 58 (우)06680,,,,[],
천연헤나 샴푸로염색하세요 신타방배동점,서울 서초구 방배로 232 (우)06584,,,,[],
현헤어,서울 서초구 동광로18길 25 (우)06562,,,,[],
루아헤어,서울 서초구 동광로 75 (우)06584,,,,[],
위스138,서울 서초구 동광로 113 (우)06584,,02-533-7575,#제로페이,['#제로페이'],
원헤어살롱,서울 동작구 동작대로33가길 5 (우)06996,,,,[],
에셀나무,서울 서초구 청두곶길 38-3 (우)06690,,,,[],
에스뷰티샵,서울 동작구 동작대로7길 6 1층 (우)07015,,,,[],
아마타헤어,서울 동작구 동작대로29길 29-4 (우)07008,,,,[],
나래헤어갤러리,서울 동작구 사당로29가길 17 (우)07007,,,,[],
리유헤어,서울 서초구 효령로33길 70 소정빌딩 1층 102호 (우)06665,"화~일 10:00 ~ 20:00
닫기",010-4941-3233,#카카오헤어샵 #제로페이,"['#카카오헤어샵', '#제로페이']",
하선정,서울 서초구 효령로29길 78 (우)06682,,,,[],
헤어갤러리,서울 서초구 서초대로 115 (우)06588,,,,[],
올리브미용실,서울 서초구 방배천로2안길 120 (우)06677,,,,[],
안나미용실,서울 동작구 사당로20길 45 (우)07016,,,,[],
나래미용실,서울 동작구 사당로29가길 52 (우)07008,,,,[],
라움헤어,서울 동작구 사당로26길 67 (우)07014,,,,[],
더나은미용실,서울 동작구 사당로27길 90 (우)07007,,,,[],
제이원헤어,서울 동작구 동작대로35가길 1 1층 1호 (우)06996,,,,[],
정홍섭열펌헤어,서울 서초구 서초대로25길 37 아이알빌딩 2층 (우)06586,수~일 10:00 ~ 19:30,010-8965-6348,,[],
이영주헤어,서울 동작구 사당로17가길 8 (우)07004,,,,[],
W헤어 사당점,서울 동작구 사당로 206 2층 (우)07009,"매일 10:00 ~ 21:00
닫기",02-587-7989,#카카오헤어샵 #제로페이,"['#카카오헤어샵', '#제로페이']",
브로우 푸,서울 관악구 남부순환로 2054 (우)08805,,,,[],
그림채헤어,서울 서초구 방배로27길 31 1층 (우)06572,,,,[],
헤베니케,서울 동작구 사당로22길 15 (우)07012,,,,[],
장은미용실,서울 동작구 사당로27길 19 (우)07006,,,,[],
거리의멋쟁이,서울 동작구 동작대로13길 10 (우)07014,,,,[],
참빗헤어 본점,서울 서초구 방배로33길 16 1층 (우)06562,,02-591-5060,#카카오헤어샵,['#카카오헤어샵'],
나를위한,서울 서초구 효령로33길 35 1층 102호 (우)06665,"화요일
닫기",010-3147-5727,,[],
다미헤어,서울 서초구 서초대로1길 34 (우)06566,,,,[],
로얄살롱엠 방배점,서울 서초구 방배로13길 18 방배대림아크로타워 207호 (우)06683,"매일 10:30 ~ 20:00
닫기",02-585-1226,#카카오헤어샵 #내방역미용실 #바버샵 #방배동미용실 #방배역미용실 #방배역바버샵 #이동약자접근 #제로페이,"['#카카오헤어샵', '#내방역미용실', '#바버샵', '#방배동미용실', '#방배역미용실', '#방배역바버샵', '#이동약자접근', '#제로페이']",
듀바리미용실,서울 서초구 방배로27길 19-1 (우)06572,,,,[],
로위 방배점,서울 서초구 효령로 120 3층 (우)06695,매일 10:30 ~ 21:00,,02-597-1223 대표번호,[],
러블리하우스 더룸 본점,서울 동작구 사당로 200 2층 (우)07009,,,예약가능,[],
민헤어샵,서울 서초구 방배중앙로25길 37 105호 (우)06559,,,,[],
미소헤어,서울 동작구 동작대로33길 29 (우)06997,,,,[],
헤어미용실,서울 동작구 동작대로33길 29 (우)06997,,,,[],
이시스헤어,서울 서초구 방배로15길 20 (우)06682,,,,[],
살롱에이 방배역2호점,서울 서초구 방배로13길 7 2층 (우)06686,일 10:30 ~ 08:00,,02-588-2662 대표번호,[],
라인헤어,서울 동작구 동작대로33길 17 (우)06997,,,,[],
헤어킹,서울 서초구 방배중앙로27길 12 (우)06554,,,,[],
예쁠래,서울 동작구 동작대로33다길 9 1층 (우)06996,,,,[],
감성헤어 방배점,서울 서초구 효령로31길 36 1층 (우)06686,,02-582-8039,#제로페이,['#제로페이'],
머리나라,서울 동작구 사당로 252 (우)07012,,,,[],
샾아이엔지 방배점,서울 서초구 방배중앙로 14 으뜸빌딩 101호 (우)06687,,02-522-5173,#카카오헤어샵,['#카카오헤어샵'],
마샬,서울 동작구 동작대로39길 22 (우)06993,,,,[],
씨에프헤어,서울 동작구 동작대로3길 35 (우)07025,,,,[],
머리이야기,서울 동작구 동작대로35길 33 1층 (우)06996,,,,[],
지니헤어라인,서울 동작구 동작대로3길 40 (우)07015,,,,[],
라인헤어,서울 동작구 사당로16가길 42 (우)07010,,,,[],
살롱드리베르떼,서울 서초구 효령로 22 101호 (우)06698,,,,[],
환희헤어샵,서울 동작구 동작대로35가길 35 (우)06996,,,,[],
민Je헤어 남성역,서울 동작구 사당로13길 6 2층 (우)07004,수요일,02-535-0403,#카카오헤어샵 #제로페이,"['#카카오헤어샵', '#제로페이']",
토니앤가이 방배점,서울 서초구 방배중앙로 204 방배리첸시아 1층 (우)06552,매일 10:00 ~ 19:30,,02-533-5608 대표번호,[],
헤어캐슬,서울 서초구 동광로11길 109 (우)06554,,,,[],
