title,address,operation,contact,location_detail,hashtag,menu
바다해물포차,서울 서초구 서초대로 20 1층 (우)06675,"월~토 16:30 ~ 01:00
닫기",02-599-0435,#코스요리 #해물포차,"['#코스요리', '#해물포차']","['자연산막회(소)\n30,000', '가자미세꼬시(소)\n30,000', '물회(소)\n30,000', '멍게\n20,000', '해삼\n20,000', '생대구지리(소)\n30,000', '도루묵구이\n15,000', '뽈락구이\n15,000', '생선구이\n15,000']"
도어이스케이프 이수역점,서울 동작구 동작대로27가길 14 3층 (우)07008,,,02-534-9745 대표번호,[],[]
다피타시그니처,서울 서초구 서초대로 3-4 방배디오슈페리움1 1층 106호 (우)06568,매일 11:30 ~ 22:00,,0507-1351-1007 대표번호,[],"['리코타치즈 샐러드\n18,000', '까르보나라\n18,000', '아마트리치아나\n18,000']"
양양메밀막국수,서울 서초구 동광로15길 10 (우)06561,"매일 11:00 ~ 21:00
매일 휴게시간 15:00 ~ 17:00",,02-3482-3738 대표번호,[],"['메밀막국수', '메밀막국수 (곱배기)', '회 메밀막국수', '회 메밀막국수 (곱배기)', '수육 (대)', '수육 (중)', '수육 (소)', '김치전', '메밀전', '명태회무침']"
수향가 사당직영점,서울 서초구 남부순환로 2121-3 (우)06693,"월~금 15:00 ~ 01:00
닫기",02-523-8799,#친목모임 #회식장소 #제로페이,"['#친목모임', '#회식장소', '#제로페이']","['족발 (중)\n35,000', '족발반반 (중)\n37,000', '냉채족발\n36,000', '부추전\n9,000', '된장술죽\n6,500', '멸치회무침 족발']"
규스홈 레스토랑,서울 서초구 방배천로 62 1층 (우)06677,"월~금 12:00 ~ 22:00 (사전연락시 22:00 이후에도 연장영업)
매일 휴게시간 15:00 ~ 17:00
닫기",,02-598-5584 대표번호,[],"['버섯샐러드\n15,000', '봉골레파스타\n16,000', '새우 리소토\n18,000', '마르게리따\n19,000', '등심스테이크(270g)\n31,000', '안심스테이크(250g)\n34,000']"
이수곱창,서울 동작구 동작대로27가길 6-4 1층 (우)07008,매일 15:30 ~ 24:00,02-593-1101,#회식장소 #제로페이,"['#회식장소', '#제로페이']","['모듬구이 (1인분)\n19,000', '곱창 (1인분)\n22,000', '대창 (1인분)\n19,000', '막창 (1인분)\n19,000', '벌집양 (1인분)\n19,000', '염통 (1인분)\n19,000', '간&천엽 (200g)\n10,000']"
37.5 동작이수점,서울 동작구 동작대로27가길 23 이오빌딩 2층 (우)07008,"매일 09:50 ~ 20:50
월,화,수,목,금,일 휴게시간 15:50 ~ 17:00
닫기",02-595-3705,#안심식당 #분위기좋은 #브런치카페 #비스트로 #소개팅 #이동약자접근 #제로페이,"['#안심식당', '#분위기좋은', '#브런치카페', '#비스트로', '#소개팅', '#이동약자접근', '#제로페이']",[]
마왕족발 이수역점,서울 동작구 동작대로25길 43 (우)07008,매일 17:00 ~ 02:00,,02-535-9293 대표번호,[],"['마왕통구이 (소)\n27,000', '마왕보쌈구이 (소)\n27,000', '마왕소금구이 (중)\n30,000', '마왕갈릭족발 (중)\n33,000', '마왕불족 (중)\n33,000']"
원조부안집 이수점,서울 동작구 동작대로27가길 39 1층 (우)07008,"월~금 16:00 ~ 23:30
닫기",,02-535-1619 대표번호,[],"['육즙목살(180g)\n14,000', '쫀득살(180g)\n14,000', '숙성삼겹(180g)\n14,000', '벌집껍데기(150g)\n8,000', '오득살(150g)\n10,000']"
샤브리샤브샤브,서울 서초구 방배천로2길 21 성현빌딩 3층 (우)06693,매일 11:00 ~ 22:00,,"02-597-0789 대표번호
다른 번호",[],"['추천\n꽃등심 샤브샤브 (1인기준)\n22,000\n단호박죽,최상급 등심 소고기,각종 생버섯과 특수 야채 등 13가지,야채죽/김치볶음밥/김치우동 (선택)+디저트 복분자차/리치/아이스크림', '추천\n해물 샤브샤브 (1인기준)\n22,000\n단호박죽,각종 신선한 해물,각종 생버섯과 특수 야채 등 13가지,야채죽/김치볶음밥/김치우동 (선택)+디저트 복분자차/리치/아이스크림', '모듬 샤브샤브 (1인기준)\n23,000\n단호박죽,각종 신선한 해물과 최상급 소고기,각종 생버섯과 특수 야채 등 13가지,야채죽/김치볶음밥/김치우동 (선택)+디저트 복분자차/리치/아이스크림', '소고기 샤브샤브 (1인기준)\n16,000\n단호박죽,최상급 소고기,각종 생버섯과 특수 야채 등 13가지,야채죽/김치볶음밥/김치우동 (선택)+디저트 복분자차/리치/아이스크림']"
정원에프엔비,서울 동작구 사당로28길 5 1층 (우)07013,"매일 11:00 ~ 21:00
매일 휴게시간 16:00 ~ 17:00
닫기",02-522-0425,#제로페이,['#제로페이'],[]
여진족,"서울 서초구 방배천로4안길 12 지하1층,1층 (우)06692","월~토 16:00 ~ 23:00
닫기",,02-3473-3479 대표번호,[],"['족발+훈제보쌈set\n67,000\n족발,훈제보쌈 보쌈김치 세트', '냉매족set\n89,000\n냉채족발,매운족발,일반족발 세트', '족뱅이\n43,000\n족발과 골뱅이무침과의 환상적인 만남', '매운족발\n43,000\n직화로 구워 더 맛있는 매운맛', '골뱅이무침\n29,000\n골뱅이와 특별소스와의 환상적인 만남', '여진족발 (특대)\n54,000', '여진족발 (대)\n43,000', '여진족발 (중)\n37,000', '냉채족발\n43,000', '보쌈\n43,000', '쟁반막국수\n15,000', '골뱅이 쟁반막국수\n22,000', '속이꽉찬 전병\n10,000', '라면사리\n3,000', '우동사리\n4,000', '쫄면사리\n5,000']"
머치커피,서울 동작구 동작대로9길 43 1층 (우)07015,"매일 11:00 ~ 21:00
닫기",,0507-1320-2726 대표번호,[],"['너티 크림 모카\n6,200', '아메리카노\n4,200', '카페 라떼\n4,600', '아인슈페너\n5,200']"
태양커피 사당점,서울 서초구 방배천로 32 송암빌딩 1층 (우)06691,"월~금 09:00 ~ 21:00
닫기",,예약불가,[],"['롱블랙\n3,500', '플랫화이트\n3,500', '이탈리안 카푸치노\n3,500', '카페라테\n4,000', '타히티 바닐라라테\n4,000', '콜드브루\n4,000', '아인슈페너\n4,500']"
파니모들,서울 동작구 동작대로 153 1층 (우)06996,"월,화,목,금 09:00 ~ 22:30
닫기",,070-7607-8252 대표번호,[],"['아메리카노\n4,500']"
김재운초밥사랑 이수점,서울 동작구 동작대로 69 1층 (우)07014,"매일 11:30 ~ 23:00
닫기",,02-598-8887 대표번호,[],"['짝꿍세트 (2인)\n40,000\n연어샐러드, 간장새우, 야끼우동, 튀김, 알밥, 초밥14ps (광어, 연어, 참치, 계란, 참치불초밥, 꽃등심, 왕새우)', '사랑세트 (2인)\n49,000\n연어샐러드, 간장새우, 사시미7종, 뚝배기우동, 야끼우동, 튀김, 알밥, 초밥14ps (광어, 연어, 참치, 계란, 참치불초밥, 꽃등심, 왕새우)', '3인가족세트 (3인)\n75,000\n연어샐러드, 간장새우, 뚝배기우동, 야끼우동, 새우튀김, 알밥, 초밥 21PS (광어, 연어, 참치, 계란, 참치불초밥, 꽃등심, 왕새우) , 사시미 8종 (계절생선2, 단새우, 연어, 도미, 광어, 참치2종, 타코와사비, 계절생선)', '4인가족세트 (4인)\n98,000\n연어샐러드, 간장새우4, 뚝배기우동2, 야끼우동2, 새우튀김4, 알밥4, 초밥 28PS, 사시미 8종 (계절생선2, 단새우, 연어, 도미, 광어, 참치2종, 타코와사비, 계절생선)', '싱싱회덮밥\n8,000']"
대구형제막창 방배점,서울 서초구 서초대로 22 (우)06675,"매일 17:00 ~ 02:00
닫기",02-3474-1219,,[],"['소막창 (250g)\n15,000', '고추장삼겹 (180g)\n9,000', '뼈없는닭발 (180g)\n9,000', '돼지생막창 (240g)']"
남성집,서울 동작구 동작대로 127 지하1층 (우)07008,"매일 10:00 ~ 23:30
닫기",02-599-1175,#제로페이,['#제로페이'],"['순대국\n9,000', '순대국 (특)\n11,000', '보사리감투\n17,000', '섞어\n17,000', '새끼보\n22,000']"
남해안활어,서울 동작구 사당로30길 157 (우)07025,매일 11:00 ~ 01:00,02-522-2069,#친목모임 #회식장소 #제로페이,"['#친목모임', '#회식장소', '#제로페이']","['남해안스페셜(3~4인)\n100,000\n모듬회(대)+모듬해물', '모듬회(소)\n45,000', '광어회(소(\n45,000', '우럭회(소)\n50,000', '도미(중)\n65,000']"
이태리양조장,서울 동작구 동작대로27가길 26 2층 (우)07008,매일 17:00 ~ 03:00,02-535-2208,#데이트코스 #레트로풍 #분위기좋은 #세계맥주 #수제맥주 #이국적인 #피맥,"['#데이트코스', '#레트로풍', '#분위기좋은', '#세계맥주', '#수제맥주', '#이국적인', '#피맥']","['찢먹태\n14,500', '트러플감자튀김\n8,000', '나쵸\n8,000', '코코넛새우와치즈볼\n13,500', '불닭짜파게티\n8,000']"
수연숯불갈비,서울 동작구 동작대로27다길 5 1층 (우)07008,매일 10:00 ~ 02:30,02-537-6212,#안심식당 #노포 #정육식당,"['#안심식당', '#노포', '#정육식당']",[]
김부삼 사당역점,서울 서초구 방배천로4길 20 1~3층 (우)06693,"월~금 16:00 ~ 24:00
닫기",02-585-9493,#안심식당 #친목모임 #회식장소 #제로페이,"['#안심식당', '#친목모임', '#회식장소', '#제로페이']",[]
본때 이수점,"서울 동작구 동작대로27다길 29 1층 103,104호 (우)07008",매일 11:00 ~ 05:00,02-533-0810,#안심식당 #점심식사 #회식장소 #제로페이,"['#안심식당', '#점심식사', '#회식장소', '#제로페이']",[]
구뜰집,서울 서초구 서초대로23길 14 1층 (우)06573,일요일,,02-593-8592 대표번호,[],"['연탄불고기 (1인분)\n10,000', '매콤불고기 (1인분)\n11,000', '연탄삼겹살 (1인분)\n12,000', '연탄석갈비 (1인분)\n12,000', '돼지껍데기 (1인분)\n8,000']"
